GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value
TB_e_inc_num,Number of incident tuberculosis cases,2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,,,,135000.0,135 000 [81 000-201 000]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,14.8,14.8 [4.8 - 30]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1980-01-01,1980,1980,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,1.21,1.21
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.26863,0.3
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,62.6,62.6 [40.8 - 80.4]
CM_02,Number of infant deaths,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,28136.0,28 136 [25 976-30 286]
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6.231,6 [2-12]
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,,,,1.0,1
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3684.14,3684 [3189-4217]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,25.5,25.5 [13.3 - 41]
CM_03,Number of neonatal deaths,1972-01-01,1972,1972,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,24372.0,24 372 [21 705-28 487]
RSUD_780,Continuing professional development in prevention,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RSUDHWF,RSUDHWF_ADDICTION_COUNSELLORS,Addiction counsellors,62344.04821834804,No data
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00433,0
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.3]
RSUD_290,Hypothecated taxes to be spent on prevention and treatment for substance use disorders,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SUBSTANCETYPE,SUBSTANCETYPE_ALCOHOL,Alcohol,62344.04821834804,No
WHS4_154,Antenatal care coverage - at least four visits (%),2015-01-01,2010,2015,AFR,Africa,KEN,Kenya,,,,62.5,62.5
HEPATITIS_HCV_DEATHS_NUM,Deaths caused by chronic hepatitis C (HCV) infection (number),2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,1172.28979,1172
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1960-01-01,1960,1960,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,48.84289,48.8 [42.5-58.0]
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.3,9.3 [7.4-11.1]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1224.638,1225 [962-1428]
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,,,,1646648.0,1 646 648
MORT_200,Deaths per 1 000 live births,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,6.06896,6.1
MORT_100,Number of deaths,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,16284.39685,16 284
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,5.3,5.3 [4.1-6.7]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,3.33756,3.34 [1.31 - 6.64]
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,17.68,17.68
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),6.9,6.9 [6.0-8.0]
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,,,,28.12,28.12
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.04006,0.04 [0 - 0.23]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,12.8,12.8 [9.9-16.3]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.98442,2
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS24-29,24 to 29 months,7.8,7.8 [5.5-10.9]
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
DEVICES14,Use of nomenclature system,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Not specified
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,14.7,14.7 [11.8-17.7]
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,,,,2.0,2
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,13.46478,13.5 [13.0-14.1]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,11.77749,11.8 [7.7-16.9]
LBW_PREVALENCE,Low birth weight prevalence (%),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,,,,10.8,10.8 [9.8-11.9]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,33027.78,33028 [22564-48365]
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,8.5,8.5 [3-17.6]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1975-01-01,1975,1975,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,77.08643,77.1 [72.1-82.3]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,23.0,23 [8.2 - 43.5]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5.72819,5.7 [4.8-6.8]
NCD_DTH_TOT,Total NCD Deaths (in thousands),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,44458.13,44458 [26807-72425]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1955-01-01,1955,1955,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,242.70948,242.7 [216.9-273.2]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,4.8,4.8 [4.1-5.6]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,12.1,12.1 [10.5-13.9]
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,62344.04821834804,Data not available
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1.66204,1.7 [0.4-3.7]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,21.2,21.2 [18.6-23.9]
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,,,,17.0,17 [15 - 19]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,13.3,13.3 [8.7-19.9]
WHS4_543,BCG immunization coverage among 1-year-olds (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,,,,94.0,94
MORT_100,Number of deaths,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3631.58212,3632
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No PC required
LBW_NUMBER,Low birth weight number (in thousands),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,,,,152.9,152.9 [141.6-165.3]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,44.46949,44.5 [41.5-47.7]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.89438,2.9 [1.0-6.2]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),13.3,13.3 [11.2-15.7]
AIR_11,Household air pollution attributable deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2005.432,2005 [1579-2465]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.9,3.9 [2.2-6.7]
HIV_0000000011,Reported number of children receiving antiretroviral therapy,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,,,,20577.0,20 577
AIR_60,Household and ambient air pollution attributable DALYs,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,71081.346,71 081 [46 911-103 848]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,7.0,7.0 [5.9-8.3]
MORT_200,Deaths per 1 000 live births,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.1491,0.1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8.0872,8.1 [5.0-12.1]
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,22.84532,22.8 [21.0-24.7]
NUT_CF_MDD,Minimum dietary diversity 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS12-15,12 to 15 months,43.3,43.3 [37.8-48.8]
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,2700.0,2700 [2010-3430]
MORT_100,Number of deaths,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4099.47217,4099.5
NUT_BF_CBF,Continued breastfeeding 12-23 months,2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,64.7,64.7 [61.5-67.8]
MORT_100,Number of deaths,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12651.44759,12 651
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,185.819,186 [69-325]
AIR_60,Household and ambient air pollution attributable DALYs,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,33977.084,33 977 [23 397-48 342]
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1986-01-01,1986,1986,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1.1,1.1 [0.9-1.3]
DEVICES09,Total density per million population: Computed tomography units,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,0.24801,0.25
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.3,4.3
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,20.89134,20.9 [19.1-22.7]
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.42098,9.4 [6.3-13.2]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990-01-01,1990,1990,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4.63717,4.6 [2.3-8.2]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1986-01-01,1986,1986,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,100.76079,100.8 [94.0-108.0]
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.2,12.2 [9.9-14.4]
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,,,,40.0,40
CM_02,Number of infant deaths,1955-01-01,1955,1955,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,24102.0,24 102 [21 430-27 066]
M_Group,Monitoring tobacco use and prevention policies,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,1
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,8.0,8 [1.5 - 21.5]
AIR_35,Joint effects of air pollution attributable deaths,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4743.33,4743 [3072-6494]
AIR_15,Household air pollution attributable DALYs,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,467919.178,467 919 [390 358-541 040]
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.25925,9.3 [4.1 - 14.9]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,14.0,14.0 [12.4-15.6]
P_count_places_sf,National smoking ban: NUMBER OF PLACES SMOKE-FREE,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,0.0,0
DEVICES17,Procurement of medical devices carried out at the national level,2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
AIR_35,Joint effects of air pollution attributable deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2927.617,2928 [1803-4110]
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,50.30851,50.3 [47.7 - 52.9]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1980-01-01,1980,1980,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,109.3921,109.4 [102.4-116.8]
CM_03,Number of neonatal deaths,1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,28008.0,28 008 [25 014-32 921]
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,8.43321,8.4 [6.7-10.5]
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,160000.0,160 000 [120 000 - 200 000]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.6,3.6 [2.3-5.6]
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.19143,0.19 [0 - 1.01]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1932.0,1932 [525-3781]
AIR_41,Ambient air pollution attributable deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3005.619,3006 [1710-4464]
GHED_EXTCHE_SHA2011,External health expenditure (EXT) as percentage of current health expenditure (CHE) (%),2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,,,,15.67,15.67
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4210.0,4210 [2741-6130]
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.1,12.1 [9.2-15.1]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,8.46912,8.5 [6.2-11.3]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,1.76706,1.77 [0.42 - 4.31]
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,21.1,21.1 [8.4-40.2]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,10.8,10.8 [8.3-13.9]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.6,3.6 [2.7-4.7]
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,22.3093,22.3 [16.7-29.6]
CM_01,Number of under-five deaths,1967-01-01,1967,1967,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,83501.0,83 501 [78 016-89 440]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.09975,0.1
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,6.0,6.0 [4.3-8.3]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,6.4,6.4 [5.5-7.6]
MORT_100,Number of deaths,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,122.60072,123
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,9.55,9.55 [3.6 - 19.1]
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,,,,26.0,26
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,16.66645,16.7 [12.2-21.3]
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1988-01-01,1988,1988,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.9,3.9 [3.5-4.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0038,0
